household_income,leisure_purpose,leisure_purpose_2,weekday_avg_leisure_time,weekend_avg_leisure_time,rest_recreation_rate,hobby_rate,self_improvement_rate,social_relationship_rate,leisure_activity_1,leisure_activity_2,leisure_activity_3,leisure_activity_4,leisure_activity_5
2,4,3,1,2,40,0,30,30,1,7,1,0,0
0,7,4,3,6,15,50,15,20,2,2,2,6,6
4,4,7,2,5,20,80,0,0,2,1,1,7,8
3,7,3,4,6,10,30,30,30,3,2,2,6,6
4,6,0,1,10,30,0,10,60,1,4,4,1,6
3,7,5,4,4,20,10,30,20,2,5,7,7,3
0,7,5,10,10,30,0,20,50,1,2,0,0,0
0,7,3,4,8,35,30,25,10,4,1,3,1,1
4,7,4,3,8,20,50,10,20,2,1,7,2,3
0,1,5,0,1,25,25,25,25,8,0,0,0,0
2,6,4,5,15,40,50,10,0,2,2,1,1,1
2,1,2,5,5,50,0,0,0,1,7,7,7,3
0,1,0,8,15,99,0,0,0,1,0,0,0,0
0,3,1,1,5,25,25,25,25,3,3,2,3,7
3,2,3,4,10,60,0,0,40,1,3,7,7,0
0,3,4,15,8,50,0,0,50,7,1,4,4,7
0,6,4,2,1,50,10,10,30,7,7,4,4,2
3,6,3,2,6,40,40,10,10,7,2,3,7,0
0,4,1,2,6,50,30,0,20,7,1,7,3,0
3,5,8,6,8,35,5,20,40,7,5,2,3,1
2,1,8,2,5,60,0,0,40,1,7,7,3,7
2,6,5,1,7,100,0,0,0,6,3,2,0,0
3,5,7,5,5,30,20,40,10,2,7,7,3,7
2,5,2,1,4,30,30,40,0,1,1,8,2,7
4,4,1,2,5,60,10,10,20,1,0,0,0,0
4,8,6,2,8,90,0,10,0,7,0,0,0,0
3,1,6,2,6,50,0,20,30,7,7,7,6,3
3,6,4,5,5,10,30,10,50,7,3,2,0,0
3,8,0,2,3,20,50,0,30,2,0,0,0,0
0,1,4,2,6,70,10,10,10,1,7,7,3,3
4,4,1,10,10,30,30,10,30,2,3,8,1,1
0,1,3,3,3,30,30,10,30,3,3,1,1,3
0,7,2,5,10,40,40,10,10,4,7,1,0,0
2,4,3,5,5,30,0,70,0,7,0,0,0,0
0,3,8,2,8,50,10,10,30,6,7,1,1,2
4,3,1,1,1,25,25,25,25,7,3,2,3,0
4,4,3,4,6,20,10,20,10,3,3,7,0,0
2,3,1,3,12,50,30,0,20,3,7,3,2,4
4,1,4,5,5,50,0,25,25,1,7,6,0,0
0,1,5,1,1,50,0,50,0,1,1,5,3,6
4,4,1,2,4,20,40,20,20,2,5,1,7,3
3,3,6,2,2,100,0,0,0,7,0,0,0,0
4,4,3,2,4,50,10,20,20,1,4,1,3,2
0,6,1,6,18,50,10,10,30,7,6,6,1,1
3,1,3,1,5,60,30,5,5,1,3,4,3,3
4,2,7,4,8,40,30,30,0,3,7,1,2,2
4,3,7,2,5,40,30,10,20,2,2,3,3,0
3,6,5,2,2,60,10,0,30,2,2,2,1,6
3,1,7,3,7,20,30,30,20,2,4,7,6,4
0,7,8,4,10,25,50,0,25,7,3,3,3,6
0,4,3,5,12,15,60,5,20,3,4,6,8,6
0,6,7,3,0,10,50,20,20,2,6,6,7,3
4,3,7,1,3,30,20,30,20,6,2,4,4,0
1,4,6,1,1,50,50,0,0,7,1,0,0,0
0,6,2,6,6,25,5,20,50,1,7,6,4,6
0,8,1,3,3,100,0,0,0,3,0,0,0,0
2,1,6,2,1,30,0,0,0,3,7,7,0,0
2,4,1,10,10,70,5,0,25,1,1,7,7,8
0,2,3,4,8,50,20,0,30,1,3,0,0,0
4,6,8,1,3,0,70,0,30,2,2,2,7,4
0,4,3,4,8,45,40,10,5,1,1,1,7,7
0,6,4,2,4,40,30,0,30,7,0,0,0,0
4,1,6,1,2,70,0,0,30,1,7,6,0,0
0,8,3,2,5,30,10,10,50,7,2,8,6,6
2,5,4,8,10,30,20,20,30,1,1,4,3,2
0,6,1,5,10,90,0,0,10,7,1,1,0,0
0,3,2,2,3,30,30,30,10,6,8,0,0,0
1,6,7,3,7,13,10,0,77,7,0,0,0,0
0,1,3,5,0,0,100,0,0,4,0,0,0,0
0,3,7,3,5,20,30,30,20,1,6,2,7,0
0,4,8,6,13,30,20,0,50,6,7,7,3,2
0,4,7,5,10,20,30,40,10,3,2,2,2,0
0,6,1,2,5,40,10,20,20,3,0,0,0,0
0,6,7,5,7,30,10,30,30,4,7,1,6,1
0,4,1,2,3,80,5,10,5,7,7,1,3,4
0,1,5,4,4,5,5,40,50,4,4,3,0,0
0,4,1,4,8,30,10,30,30,7,2,0,0,0
0,3,8,3,6,20,30,40,10,3,0,0,0,0
3,3,5,2,5,35,15,25,25,3,3,1,8,6
0,1,4,5,5,50,0,20,30,1,7,1,0,0
3,4,2,5,13,30,20,20,20,7,1,1,7,7
4,3,8,12,12,40,10,0,50,2,2,2,3,3
0,6,4,5,6,40,30,0,30,3,6,6,7,0
0,6,7,3,8,40,20,10,30,1,7,7,2,3
0,1,0,4,10,40,30,0,30,3,7,2,0,0
0,4,6,2,8,40,40,0,20,2,3,3,1,4
0,2,4,3,10,80,0,0,20,7,1,1,7,6
0,6,4,4,10,90,0,10,0,7,7,4,7,3
0,1,4,4,15,10,80,0,10,1,1,7,3,7
0,1,3,2,3,10,10,10,70,4,0,0,0,0
1,4,7,5,10,50,20,0,30,7,7,6,2,6
0,1,2,5,0,10,30,30,30,1,7,2,7,0
4,7,5,3,6,10,50,10,30,2,2,6,7,7
2,8,3,2,2,20,0,0,80,6,3,6,8,0
0,1,4,3,8,70,10,0,20,7,6,3,1,1
2,1,2,2,5,70,0,0,20,1,3,0,0,0
4,4,2,2,5,100,0,0,0,1,8,4,3,0
4,3,6,2,8,80,0,20,0,6,6,3,2,7
0,1,8,1,3,30,10,10,50,2,2,8,6,7
0,1,6,1,10,80,5,5,10,3,7,7,3,2
0,4,7,6,2,50,50,0,0,2,2,6,1,1
4,7,8,5,7,20,20,0,10,2,3,0,0,0
4,6,3,4,5,30,25,5,40,1,2,3,7,1
4,4,7,3,2,40,30,10,20,7,2,2,3,3
4,6,1,1,2,80,20,0,0,7,2,0,0,0
4,1,3,3,4,30,20,20,30,6,6,1,7,1
4,6,1,4,7,40,40,20,0,1,4,7,3,7
0,1,8,10,10,90,0,0,10,1,7,6,6,7
3,5,1,3,6,20,50,30,0,2,5,1,0,0
0,6,2,2,4,30,10,20,40,1,7,7,0,0
0,5,1,1,3,40,50,5,5,1,2,2,2,1
0,6,7,2,6,10,90,0,0,3,2,5,3,6
0,1,6,5,10,50,20,30,0,4,7,3,7,3
3,5,7,2,6,5,40,25,30,2,6,4,7,5
2,7,4,3,3,10,60,10,20,2,2,2,6,6
0,1,6,12,12,30,40,10,20,7,1,1,7,3
2,3,7,2,1,30,20,0,50,6,0,0,0,0
0,1,6,6,10,50,20,10,10,1,6,4,7,2
4,3,7,3,5,30,0,20,50,3,0,0,0,0
0,1,4,2,6,30,10,30,30,6,1,1,3,7
3,6,2,1,6,60,0,0,40,1,0,0,0,0
0,8,7,3,8,20,10,30,40,6,8,3,6,7
4,7,3,2,3,50,30,10,10,2,5,4,7,0
2,6,3,5,8,20,20,20,10,1,4,1,7,7
3,6,4,2,4,20,0,0,80,3,4,3,2,0
0,7,8,5,8,10,30,30,30,8,6,3,5,2
0,1,6,3,5,25,25,25,25,7,7,6,6,4
3,1,7,3,8,45,10,15,25,1,1,3,7,6
0,3,8,3,12,50,0,0,50,1,6,7,3,3
4,3,0,1,3,80,0,0,20,1,7,3,0,0
3,3,1,1,1,25,25,0,50,2,2,1,0,0
3,1,3,6,8,100,0,0,0,1,2,7,1,7
3,7,4,2,2,20,80,0,0,2,2,4,4,4
3,1,7,3,10,50,10,10,30,3,7,6,7,6
4,1,4,2,4,30,30,30,10,4,7,4,1,7
3,7,2,8,8,30,10,20,10,3,2,2,7,3
4,4,7,4,5,20,60,10,10,2,2,8,6,2
0,1,6,0,2,0,100,0,0,4,3,3,4,4
4,3,1,3,5,50,30,0,20,2,2,3,4,1
2,4,3,2,8,80,0,0,0,7,7,7,6,1
0,7,3,2,15,10,10,50,30,4,3,2,4,2
2,1,6,3,4,90,0,0,10,1,1,7,1,6
1,8,2,1,1,10,20,10,20,6,7,2,2,6
0,4,7,2,4,30,50,10,10,2,2,4,7,1
0,8,4,6,10,5,2,5,88,3,0,0,0,0
0,2,5,1,1,0,90,10,0,3,0,0,0,0
3,4,6,3,5,50,10,10,30,7,1,4,7,0
2,2,6,4,4,100,0,0,0,3,3,7,1,3
4,1,7,6,13,50,10,20,10,7,3,2,7,4
0,7,5,4,12,20,50,20,10,2,2,2,2,3
1,3,7,2,4,10,10,30,50,8,2,2,0,0
0,1,6,7,10,50,50,0,0,1,7,1,7,3
4,7,1,1,1,20,50,20,10,2,2,3,1,3
0,1,6,6,12,20,20,0,30,3,2,2,2,3
4,1,3,2,5,20,20,10,50,7,0,0,0,0
0,7,1,3,6,50,10,10,20,3,1,7,3,6
3,6,1,1,12,20,20,0,0,3,3,7,0,0
0,1,6,3,5,80,5,10,5,1,7,1,1,7
2,4,3,2,5,80,0,10,10,3,2,8,6,8
4,4,8,2,8,50,10,0,40,2,2,3,2,4
3,7,4,2,4,20,20,20,20,2,2,2,1,3
0,4,6,1,2,100,0,0,0,1,7,2,0,0
4,4,6,5,12,15,40,5,15,2,1,7,1,3
0,6,8,5,5,100,0,0,0,7,2,1,4,4
3,7,4,4,2,30,30,10,30,7,7,2,2,4
4,5,7,1,2,40,10,40,10,7,2,0,0,0
4,5,7,1,10,0,0,60,40,5,3,2,3,6
2,3,8,2,2,30,30,0,40,1,1,1,6,3
0,2,4,4,10,30,10,10,50,7,3,7,7,4
0,2,5,4,6,20,30,40,10,7,7,2,7,3
3,4,3,2,4,30,10,30,30,6,4,0,0,0
3,2,3,6,8,60,10,20,10,7,1,1,1,7
4,7,6,5,10,20,50,0,30,2,2,3,1,3
4,6,1,3,12,50,20,10,20,7,6,1,1,7
0,1,4,5,10,100,0,0,0,1,7,0,0,0
0,1,8,3,5,30,20,30,20,6,4,0,0,0
1,3,6,2,4,10,60,10,20,2,6,6,7,7
0,6,3,3,8,20,50,0,0,2,0,0,0,0
0,1,5,6,6,30,20,30,20,1,4,3,3,4
0,1,5,2,5,20,70,10,0,1,3,0,0,0
0,2,1,2,1,80,0,10,10,1,3,7,0,0
2,7,1,4,0,30,20,10,30,2,2,2,6,1
0,6,1,10,10,80,5,5,10,2,0,0,0,0
3,1,7,8,4,20,30,20,30,2,6,8,3,2
4,7,3,1,3,0,100,0,0,2,3,0,0,0
3,7,5,10,10,20,30,20,30,2,4,1,6,2
2,4,1,5,8,90,10,0,0,7,1,7,1,7
0,3,1,8,8,60,0,20,20,3,0,0,0,0
0,4,1,3,10,90,10,0,0,7,1,1,1,7
4,5,7,1,1,10,10,50,30,8,5,4,1,3
0,7,2,1,4,50,10,10,30,3,1,7,6,0
3,1,3,2,4,10,10,30,50,6,8,2,3,3
4,3,1,1,6,50,10,20,10,3,7,7,6,1
4,7,1,3,8,30,70,0,0,2,2,2,1,1
2,3,7,4,10,30,20,10,40,2,3,0,0,0
0,1,6,2,3,10,60,20,10,3,1,1,3,4
0,2,6,5,12,30,0,0,70,7,6,6,3,3
3,7,0,2,2,30,70,0,0,2,3,7,0,0
0,7,4,2,8,33,33,24,10,2,3,7,5,2
4,7,3,8,5,0,80,0,20,3,1,1,1,0
0,6,1,1,5,60,10,10,20,1,2,1,1,1
0,1,6,3,10,100,0,0,0,1,7,7,7,0
0,4,6,4,4,50,10,40,0,4,3,1,1,7
4,6,4,2,14,20,30,30,20,7,1,4,1,4
4,3,1,2,2,80,0,0,20,1,7,3,7,0
4,1,4,2,6,30,20,30,20,1,7,1,7,6
0,1,6,5,6,25,35,10,20,2,3,3,7,6
0,1,8,2,4,30,0,0,70,7,6,0,0,0
0,1,7,2,2,50,20,10,20,3,4,0,0,0
4,7,4,6,6,20,20,50,10,4,2,6,7,6
4,3,1,4,10,30,0,0,70,6,6,3,7,4
4,4,1,3,5,50,10,10,30,1,1,6,6,4
3,1,3,3,5,80,0,0,20,7,7,6,3,1
0,3,7,10,0,0,0,0,100,1,0,0,0,0
3,3,7,2,3,30,20,20,30,6,6,1,3,2
4,7,1,3,3,5,5,50,40,1,7,6,3,7
4,7,6,2,8,0,30,0,70,2,8,3,0,0
2,6,5,2,2,50,0,50,0,1,5,1,0,0
2,3,0,3,12,50,50,0,0,2,7,3,0,0
3,7,4,1,2,30,50,0,20,2,1,7,3,0
4,4,6,4,8,20,40,20,20,1,1,1,7,4
3,4,3,1,3,60,10,30,0,7,7,3,4,2
3,7,1,5,1,0,90,10,0,2,2,5,4,1
0,4,1,2,8,40,5,25,30,1,3,7,1,7
0,4,1,5,10,80,0,0,20,4,0,0,0,0
4,3,1,2,6,10,25,5,60,2,6,8,6,4
1,1,4,2,12,30,40,0,30,1,1,7,6,7
3,1,3,2,12,60,0,0,40,4,1,3,3,6
0,3,1,1,2,30,0,0,70,1,8,3,0,0
4,1,4,1,1,0,0,100,0,3,0,0,0,0
0,7,1,2,2,50,10,10,30,2,2,2,3,7
0,6,5,2,3,50,50,0,0,7,0,0,0,0
0,1,6,1,3,70,0,30,0,7,3,2,2,1
4,4,7,1,3,50,10,20,20,3,2,6,4,3
2,3,1,2,8,80,20,0,0,3,0,0,0,0
2,2,3,5,16,95,0,0,5,1,7,7,7,3
4,1,2,2,4,50,20,10,20,1,0,0,0,0
2,4,2,2,6,60,10,20,10,2,3,0,0,0
0,3,1,2,5,80,20,0,0,1,7,2,7,4
3,1,8,2,6,20,30,20,30,3,3,7,3,3
1,1,0,5,0,0,70,0,30,2,0,0,0,0
3,3,4,1,3,40,5,20,5,7,7,7,3,7
3,1,3,2,8,80,0,0,20,1,7,7,3,3
4,6,4,1,2,20,10,30,20,1,4,0,0,0
0,4,1,3,3,70,10,0,20,6,6,7,0,0
2,6,3,1,3,20,10,20,50,6,2,2,0,0
0,1,8,3,12,30,0,0,70,6,7,6,0,0
0,2,6,8,7,60,0,20,20,3,7,6,0,0
3,1,4,1,5,50,0,50,0,7,7,4,0,0
4,1,4,3,4,55,0,15,30,7,3,6,7,4
1,7,3,4,6,20,30,0,50,2,6,3,0,0
0,3,7,1,2,30,50,20,0,2,1,1,7,1
2,4,1,2,5,50,0,0,50,3,0,0,0,0
4,1,3,4,5,20,20,10,30,2,0,0,0,0
0,1,4,3,5,60,20,10,10,4,2,1,6,7
0,7,2,4,2,40,0,0,60,2,8,0,0,0
0,8,4,2,8,30,0,0,70,1,4,3,3,6
1,5,4,3,6,50,50,0,0,7,0,0,0,0
0,4,3,3,12,20,40,10,30,1,1,2,3,7
3,1,7,3,5,30,50,0,20,2,2,6,3,6
0,1,7,1,2,50,50,0,0,1,2,7,3,2
3,1,4,2,8,80,3,2,15,1,1,7,7,4
3,2,8,1,3,50,0,0,50,7,1,1,4,3
4,4,1,3,12,50,10,10,30,6,1,0,0,0
3,4,1,3,9,60,20,10,10,1,1,1,1,7
0,3,1,10,10,50,0,0,50,6,7,6,1,3
4,1,8,3,2,80,0,0,20,6,6,7,5,7
4,3,4,2,2,10,30,10,30,4,3,6,8,2
4,3,2,2,5,15,5,0,80,6,2,3,8,1
3,3,1,1,3,60,0,0,40,3,7,3,0,0
4,1,7,3,6,70,5,10,15,1,3,7,1,1
2,1,3,3,2,100,0,0,0,7,3,3,0,0
2,4,7,10,2,20,30,30,20,3,4,7,7,2
0,2,6,16,16,97,1,2,0,1,7,1,2,2
3,8,7,1,4,20,20,10,20,2,2,3,7,6
3,3,4,2,6,50,20,0,30,1,1,2,7,3
3,2,3,2,6,40,10,0,50,7,7,4,8,3
0,8,6,5,15,80,0,10,10,7,6,6,7,7
0,1,2,2,4,55,10,5,30,6,7,3,3,1
0,4,7,3,3,70,10,15,5,3,7,0,0,0
0,2,3,14,14,60,20,10,10,1,7,2,1,0
0,7,1,12,12,50,30,10,10,1,2,2,7,2
2,1,5,2,5,40,0,30,20,4,7,3,2,6
3,7,3,2,8,20,30,0,50,6,2,3,4,0
2,3,2,1,1,40,0,50,10,4,0,0,0,0
0,4,0,4,8,70,0,0,30,3,0,0,0,0
3,6,1,5,12,10,30,10,50,3,3,7,4,1
0,4,6,1,5,0,0,100,0,4,0,0,0,0
0,1,0,2,3,50,0,0,50,2,7,7,0,0
0,1,4,0,3,60,10,10,20,3,4,7,0,0
3,4,7,3,6,40,30,0,30,1,0,0,0,0
4,1,3,7,2,30,20,20,30,2,1,6,8,1
0,1,3,2,10,50,0,0,50,1,7,3,3,4
1,3,4,12,12,5,5,30,60,4,0,0,0,0
0,6,5,2,5,60,10,10,20,1,3,6,3,7
4,5,7,2,3,50,40,10,0,1,1,2,0,0
2,1,6,5,7,30,20,0,50,3,3,6,6,1
3,8,1,5,4,40,10,20,30,7,3,4,5,7
1,2,3,3,6,90,0,0,10,1,6,0,0,0
3,1,3,1,5,5,20,5,70,7,5,8,6,2
4,4,8,2,4,10,40,0,50,6,3,2,2,0
2,7,4,2,6,50,0,0,50,3,1,3,2,7
4,5,1,4,12,10,40,25,25,2,7,3,6,4
3,1,0,2,6,60,20,0,20,7,1,7,7,1
0,4,7,2,2,0,80,0,20,2,2,7,7,6
3,1,3,2,4,30,20,30,20,4,3,7,8,1
2,1,6,2,6,10,20,40,30,3,1,7,8,3
4,8,3,6,8,30,0,20,50,6,6,6,2,7
4,5,1,5,12,20,20,60,0,5,2,7,3,2
4,3,6,1,4,0,30,20,30,1,2,1,3,3
0,5,1,4,4,40,30,20,10,3,4,4,6,0
4,1,4,3,4,0,35,40,25,2,8,2,2,4
4,4,0,2,6,30,20,30,20,5,3,7,3,6
4,4,7,2,10,30,35,0,35,2,6,2,2,1
3,4,7,4,8,30,30,20,20,7,1,2,6,6
0,6,1,3,8,30,40,0,30,1,7,7,4,4
0,3,1,4,8,10,50,30,10,2,1,7,2,7
0,4,3,0,8,50,10,20,20,6,4,3,7,5
4,8,6,3,6,30,30,5,25,7,1,4,7,3
3,1,3,2,5,50,0,0,50,7,3,1,6,8
3,4,5,3,8,50,0,20,30,3,2,3,8,2
0,1,3,4,8,70,0,0,30,7,7,7,1,7
0,2,1,2,4,100,0,0,0,7,1,7,0,0
4,4,1,3,6,30,40,30,0,2,1,0,0,0
0,7,1,6,12,10,60,20,10,2,0,0,0,0
3,6,4,3,5,30,50,10,10,2,1,1,7,7
4,1,6,3,6,40,10,30,20,1,7,5,2,6
0,2,1,1,1,20,20,40,20,2,0,0,0,0
3,5,3,4,6,20,50,0,20,1,0,0,0,0
0,4,7,2,5,70,30,0,0,2,7,0,0,0
2,3,1,5,5,50,20,10,20,3,7,6,1,1
3,6,5,1,1,100,0,0,0,4,1,1,0,0
4,3,6,3,10,30,20,0,50,6,8,6,3,3
0,4,6,3,3,80,0,0,20,1,6,2,6,0
2,3,1,3,5,20,50,0,30,2,3,4,3,0
0,2,1,4,16,90,0,0,10,1,7,7,7,1
0,4,6,3,6,80,0,20,0,7,7,0,0,0
0,4,8,4,5,25,25,25,25,6,8,1,7,2
0,7,4,2,2,40,50,5,5,3,1,2,2,7
0,2,0,5,5,80,5,5,10,3,4,0,0,0
0,6,0,3,6,50,10,10,20,6,4,0,0,0
2,3,1,5,10,50,20,10,20,1,3,7,2,1
4,7,5,2,6,10,10,30,10,2,2,6,4,2
3,1,0,2,5,30,40,10,10,2,2,1,4,0
0,1,4,1,12,30,0,0,70,6,6,6,0,0
1,1,2,5,10,10,30,30,10,5,2,2,6,6
0,4,3,5,10,40,20,0,40,6,3,1,1,1
0,6,2,1,0,80,0,10,10,7,1,7,7,3
3,6,4,2,3,60,10,10,20,1,7,1,3,4
3,1,4,3,6,30,30,30,10,4,7,1,3,3
0,4,6,3,6,60,0,0,40,7,0,0,0,0
4,3,4,1,10,90,10,0,0,2,3,6,5,1
0,4,6,4,12,50,20,10,20,7,2,1,6,6
4,4,1,5,16,80,10,10,0,7,7,2,1,0
0,1,8,5,1,80,0,0,20,7,1,0,0,0
1,8,3,3,1,60,10,20,10,2,6,2,0,0
0,3,4,5,5,60,10,30,0,1,0,0,0,0
4,1,3,4,10,50,10,10,30,6,7,3,7,6
4,7,5,2,4,0,10,90,0,2,2,2,3,2
2,4,1,5,8,20,0,20,60,7,4,4,0,0
4,4,8,1,4,80,0,0,20,6,6,8,7,1
4,7,3,3,8,40,5,50,5,2,7,7,0,0
0,3,4,3,8,30,30,0,40,2,3,8,6,6
1,1,4,2,2,70,0,0,30,5,7,8,0,0
3,3,1,1,4,40,5,10,45,3,4,3,1,0
4,1,7,4,4,40,20,20,20,3,2,6,0,0
1,5,4,4,5,30,20,30,20,2,7,3,6,6
2,4,6,1,1,20,10,20,50,8,3,1,0,0
0,4,7,2,1,0,50,0,50,2,2,8,2,2
0,3,1,3,5,20,0,30,50,1,1,1,7,7
3,3,8,2,2,0,0,0,100,2,7,4,0,0
0,2,1,9,9,60,10,0,30,1,1,7,7,6
1,7,1,10,8,30,30,0,30,2,1,2,1,1
0,7,3,2,4,40,20,0,40,1,2,0,0,0
4,7,3,7,7,30,10,10,20,1,3,6,7,6
0,1,4,3,5,20,30,10,40,6,8,6,3,0
0,4,2,2,8,20,60,20,0,7,2,3,0,0
4,8,3,8,8,60,10,10,20,4,3,3,3,7
0,4,7,4,8,50,40,0,10,2,7,2,1,3
0,7,4,3,5,20,30,20,30,4,6,3,7,7
1,1,4,4,6,80,0,0,20,1,1,1,6,8
2,4,1,3,5,10,10,30,50,5,4,8,1,3
0,1,2,4,10,70,0,10,20,7,6,7,3,6
0,5,3,1,4,0,0,20,80,3,5,4,6,0
3,1,5,8,10,40,20,30,10,4,3,4,5,7
0,4,7,4,4,20,0,40,40,7,3,3,7,6
0,1,5,3,8,50,20,10,20,1,1,7,7,6
1,4,1,3,3,50,0,0,50,7,7,1,7,1
0,7,5,3,3,20,10,30,10,3,4,4,4,3
3,3,7,2,5,20,10,10,30,8,0,0,0,0
0,6,2,3,6,38,0,0,40,7,3,6,1,7
0,6,3,3,7,20,20,0,60,8,6,1,1,1
4,4,5,3,3,0,0,40,60,8,8,3,4,7
0,7,4,5,3,50,10,20,20,7,0,0,0,0
0,5,4,4,4,10,30,40,20,8,4,1,6,7
4,4,3,2,4,60,10,0,30,1,7,7,2,4
2,7,4,6,6,30,60,10,0,2,3,3,0,0
0,1,3,3,5,50,20,20,10,7,1,3,3,2
0,5,4,2,3,15,0,85,0,5,5,3,7,0
0,5,1,12,12,13,0,5,70,8,3,7,3,6
0,5,4,9,0,0,100,0,0,2,3,1,0,0
3,6,1,2,3,30,30,10,20,3,7,3,1,0
3,3,7,2,8,30,50,0,20,2,2,8,3,0
1,2,1,1,3,60,10,30,0,1,1,4,0,0
0,4,0,3,6,80,0,20,0,4,0,0,0,0
0,4,1,1,1,0,20,50,30,4,6,3,4,0
2,1,3,1,6,30,20,0,50,8,1,3,2,2
4,4,8,2,5,30,30,10,30,1,3,2,1,6
4,1,2,3,3,80,0,10,10,1,7,3,3,8
2,6,8,2,7,40,30,10,20,2,1,3,3,6
3,1,7,2,5,20,50,10,20,2,1,4,3,3
0,5,4,1,2,20,50,0,30,1,5,6,6,3
4,4,6,1,2,30,30,10,30,1,3,5,0,0
2,1,3,6,7,40,10,20,30,2,6,3,7,3
0,3,1,4,2,50,15,15,20,7,6,7,7,3
0,4,6,15,15,80,0,20,0,1,1,8,7,5
0,1,7,3,6,30,20,20,30,2,7,1,3,3
4,4,5,8,8,20,40,40,0,3,3,1,8,1
4,7,1,4,6,50,0,0,50,2,2,1,2,3
0,1,8,6,12,60,10,0,30,7,6,1,7,4
0,1,3,4,12,20,10,20,50,3,7,7,6,3
3,1,6,1,1,100,0,0,0,1,7,7,3,0
4,6,2,3,5,90,10,0,0,7,7,3,0,0
3,1,7,4,10,60,10,10,20,2,2,2,3,3
4,5,8,4,12,0,0,80,20,2,5,4,3,5
2,3,1,4,3,50,20,0,30,6,1,7,3,3
0,4,3,1,2,70,0,0,30,7,7,6,6,4
2,4,5,5,10,10,30,10,30,2,7,3,4,1
3,4,3,4,8,30,10,50,10,4,7,7,7,3
0,4,3,5,12,80,0,0,20,3,4,0,0,0
4,4,3,2,5,40,30,10,20,2,3,3,0,0
2,1,4,2,2,40,10,50,0,7,7,3,1,7
0,1,4,13,18,60,20,20,0,7,1,7,0,0
4,3,8,2,4,50,0,0,50,2,8,3,7,7
4,6,4,1,2,40,10,20,20,3,2,1,2,4
3,3,1,5,12,50,50,0,0,1,1,7,1,7
2,7,2,2,1,30,30,10,30,4,2,6,0,0
3,8,4,2,4,0,50,0,50,7,0,0,0,0
4,6,4,2,5,10,10,5,20,3,3,1,7,0
0,1,5,3,4,0,50,40,10,6,4,0,0,0
3,1,4,3,12,50,10,20,20,1,7,7,1,1
0,2,4,8,8,90,0,5,5,3,0,0,0,0
0,2,4,3,6,50,0,0,50,7,3,4,2,0
3,3,0,3,8,50,20,10,20,2,7,1,0,0
0,4,6,2,5,70,20,0,10,1,7,3,1,4
0,4,1,3,6,60,20,10,10,3,7,1,7,0
0,4,3,8,16,50,20,0,30,1,7,7,2,1
3,7,6,6,6,50,0,0,50,4,7,1,1,3
2,3,4,3,6,30,40,20,10,1,2,3,4,3
1,3,1,2,3,50,0,0,50,7,7,2,7,3
3,3,1,2,2,40,0,0,60,6,2,0,0,0
3,1,6,5,12,65,20,5,10,1,7,3,2,6
1,1,4,5,6,65,5,0,30,7,8,1,7,3
0,4,3,2,3,20,60,0,20,2,1,3,3,8
0,4,1,3,7,20,30,30,10,1,7,3,7,7
0,4,3,1,4,20,20,20,40,1,6,6,4,4
2,3,1,3,7,70,5,10,15,7,3,7,4,0
3,8,6,4,8,30,20,0,50,7,1,7,3,3
4,1,3,5,5,50,20,0,30,3,7,1,4,4
0,7,1,8,8,0,0,100,0,2,4,0,0,0
3,1,4,3,3,40,40,10,10,2,2,2,3,3
3,7,3,1,2,30,20,20,30,2,7,7,2,3
3,7,1,1,5,10,60,0,30,2,6,7,4,3
0,1,3,4,5,60,0,30,10,7,1,5,6,7
0,2,8,8,8,80,0,0,20,1,6,8,7,7
0,5,2,3,1,0,0,60,30,2,8,0,0,0
3,3,6,1,9,20,10,10,60,4,0,0,0,0
3,1,3,2,3,10,10,10,10,6,4,4,4,0
3,1,7,2,4,80,20,0,0,2,7,3,4,0
0,3,4,2,4,50,0,0,50,3,3,7,7,3
4,7,5,2,3,25,50,25,0,2,2,5,4,1
0,7,2,3,2,40,30,0,30,2,3,0,0,0
3,1,4,1,3,100,0,0,0,7,1,7,7,1
2,3,1,6,12,50,10,10,30,3,7,7,7,3
0,3,4,4,15,40,10,10,40,2,1,1,3,4
2,4,8,2,2,50,0,0,50,1,6,1,0,0
0,7,1,2,5,100,0,0,0,7,0,0,0,0
4,3,2,4,6,50,15,15,20,1,7,7,1,7
0,1,7,1,2,50,20,20,10,1,6,1,4,7
0,7,4,4,3,30,30,20,20,7,3,4,7,4
0,1,5,1,8,20,50,15,15,1,7,2,7,5
0,6,1,1,1,100,0,0,0,7,0,0,0,0
0,4,1,0,3,60,10,0,30,4,3,4,4,0
4,1,6,1,5,90,5,5,0,3,7,6,2,8
4,5,7,3,5,25,5,50,20,5,3,1,1,7
2,1,3,3,5,20,30,0,50,3,7,6,6,8
1,5,6,3,5,40,30,20,10,1,4,3,1,1
0,5,4,6,7,40,20,20,20,2,1,7,5,7
0,1,2,6,10,70,0,20,0,1,2,1,7,7
3,6,5,3,5,40,20,20,20,2,2,6,5,4
0,1,7,8,10,50,40,5,0,3,1,1,7,3
4,1,3,2,4,30,10,30,30,4,7,4,3,7
0,4,6,2,4,30,30,10,30,1,7,7,7,3
2,7,2,2,2,20,50,0,30,2,1,7,7,3
3,3,4,2,16,30,0,50,20,3,0,0,0,0
